ts_code,symbol,name,area,industry
002887.SZ,002887,绿茵生态,天津,环境保护
002888.SZ,002888,惠威科技,广东,元器件
002889.SZ,002889,东方嘉盛,深圳,仓储物流
002890.SZ,002890,弘宇股份,山东,农用机械
002891.SZ,002891,中宠股份,山东,饲料
002892.SZ,002892,科力尔,湖南,电气设备
002893.SZ,002893,京能热力,北京,供气供热
002895.SZ,002895,川恒股份,贵州,化工原料
002896.SZ,002896,中大力德,浙江,机械基件
002897.SZ,002897,意华股份,浙江,元器件
002898.SZ,002898,*ST赛隆,广东,化学制药
002899.SZ,002899,英派斯,山东,文教休闲
002900.SZ,002900,哈三联,黑龙江,化学制药
002901.SZ,002901,大博医疗,福建,医疗保健
002902.SZ,002902,铭普光磁,广东,通信设备
002903.SZ,002903,宇环数控,湖南,机床制造
002905.SZ,002905,金逸影视,广东,影视音像
002906.SZ,002906,华阳集团,广东,汽车配件
002907.SZ,002907,华森制药,重庆,中成药
002908.SZ,002908,德生科技,广东,软件服务
002909.SZ,002909,集泰股份,广东,化工原料
002910.SZ,002910,庄园牧场,甘肃,乳制品
002911.SZ,002911,佛燃能源,广东,供气供热
002912.SZ,002912,中新赛克,深圳,IT设备
002913.SZ,002913,奥士康,湖南,元器件
002915.SZ,002915,中欣氟材,浙江,化工原料
002916.SZ,002916,深南电路,深圳,元器件
002917.SZ,002917,金奥博,深圳,化工原料
002918.SZ,002918,蒙娜丽莎,广东,陶瓷
002919.SZ,002919,名臣健康,广东,互联网
002920.SZ,002920,德赛西威,广东,汽车配件
002921.SZ,002921,联诚精密,山东,汽车配件
002922.SZ,002922,伊戈尔,广东,电气设备
002923.SZ,002923,润都股份,广东,化学制药
002925.SZ,002925,盈趣科技,福建,元器件
002926.SZ,002926,华西证券,四川,证券
002927.SZ,002927,泰永长征,贵州,电气设备
002928.SZ,002928,华夏航空,贵州,空运
002929.SZ,002929,润建股份,广西,通信设备
002930.SZ,002930,宏川智慧,广东,仓储物流
002931.SZ,002931,锋龙股份,浙江,机械基件
002932.SZ,002932,明德生物,湖北,医疗保健
002933.SZ,002933,新兴装备,北京,航空
002935.SZ,002935,天奥电子,四川,航空
002936.SZ,002936,郑州银行,河南,银行
002937.SZ,002937,兴瑞科技,浙江,元器件
002938.SZ,002938,鹏鼎控股,深圳,元器件
002939.SZ,002939,长城证券,深圳,证券
002940.SZ,002940,昂利康,浙江,化学制药
002941.SZ,002941,新疆交建,新疆,建筑工程
002942.SZ,002942,新农股份,浙江,农药化肥
002943.SZ,002943,宇晶股份,湖南,机床制造
002945.SZ,002945,华林证券,西藏,证券
002946.SZ,002946,新乳业,四川,乳制品
002947.SZ,002947,恒铭达,江苏,元器件
002948.SZ,002948,青岛银行,山东,银行
002949.SZ,002949,华阳国际,深圳,建筑工程
002950.SZ,002950,奥美医疗,湖北,医疗保健
002951.SZ,002951,金时科技,四川,广告包装
002952.SZ,002952,亚世光电,辽宁,元器件
002953.SZ,002953,日丰股份,广东,电气设备
002955.SZ,002955,鸿合科技,深圳,IT设备
002956.SZ,002956,西麦食品,广西,食品
002957.SZ,002957,科瑞技术,深圳,专用机械
002958.SZ,002958,青农商行,山东,银行
002959.SZ,002959,小熊电器,广东,家用电器
002960.SZ,002960,青鸟消防,河北,专用机械
002961.SZ,002961,瑞达期货,福建,多元金融
002962.SZ,002962,五方光电,湖北,元器件
002963.SZ,002963,豪尔赛,北京,装修装饰
002965.SZ,002965,祥鑫科技,广东,汽车配件
002966.SZ,002966,苏州银行,江苏,银行
002967.SZ,002967,广电计量,广东,电器仪表
002968.SZ,002968,新大正,重庆,房产服务
002969.SZ,002969,嘉美包装,安徽,广告包装
002970.SZ,002970,锐明技术,深圳,IT设备
002971.SZ,002971,和远气体,湖北,化工原料
002972.SZ,002972,科安达,深圳,运输设备
002973.SZ,002973,侨银股份,广东,环境保护
002975.SZ,002975,博杰股份,广东,专用机械
002976.SZ,002976,瑞玛精密,江苏,汽车配件
002977.SZ,002977,天箭科技,四川,通信设备
002978.SZ,002978,安宁股份,四川,小金属
002979.SZ,002979,雷赛智能,深圳,专用机械
002980.SZ,002980,华盛昌,深圳,电器仪表
002981.SZ,002981,朝阳科技,广东,元器件
002982.SZ,002982,湘佳股份,湖南,农业综合
002983.SZ,002983,芯瑞达,安徽,元器件
002984.SZ,002984,森麒麟,山东,汽车配件
002985.SZ,002985,北摩高科,北京,航空
002986.SZ,002986,宇新股份,广东,化工原料
002987.SZ,002987,京北方,北京,软件服务
002988.SZ,002988,豪美新材,广东,铝
002989.SZ,002989,中天精装,深圳,装修装饰
002990.SZ,002990,盛视科技,深圳,软件服务
002991.SZ,002991,甘源食品,江西,食品
002992.SZ,002992,宝明科技,深圳,元器件
002993.SZ,002993,奥海科技,广东,元器件
002995.SZ,002995,天地在线,北京,互联网
002996.SZ,002996,顺博合金,重庆,铝
002997.SZ,002997,瑞鹄模具,安徽,专用机械
002998.SZ,002998,优彩资源,江苏,化纤
002999.SZ,002999,天禾股份,广东,批发业
003000.SZ,003000,劲仔食品,湖南,食品
003001.SZ,003001,中岩大地,北京,建筑工程
003002.SZ,003002,壶化股份,山西,化工原料
003003.SZ,003003,天元股份,广东,广告包装
003004.SZ,003004,*ST声迅,北京,IT设备
003005.SZ,003005,竞业达,北京,软件服务
003006.SZ,003006,百亚股份,重庆,造纸
003007.SZ,003007,直真科技,北京,软件服务
003008.SZ,003008,开普检测,河南,电气设备
003009.SZ,003009,中天火箭,陕西,航空
003010.SZ,003010,若羽臣,广东,互联网
003011.SZ,003011,海象新材,浙江,家居用品
003012.SZ,003012,东鹏控股,广东,陶瓷
003013.SZ,003013,地铁设计,广东,建筑工程
003015.SZ,003015,日久光电,江苏,元器件
003016.SZ,003016,欣贺股份,福建,服饰
003017.SZ,003017,大洋生物,浙江,化工原料
003018.SZ,003018,金富科技,广东,塑料
003019.SZ,003019,宸展光电,福建,元器件
003020.SZ,003020,立方制药,安徽,化学制药
003021.SZ,003021,兆威机电,深圳,元器件
003022.SZ,003022,联泓新科,山东,化工原料
003023.SZ,003023,彩虹集团,四川,家用电器
003025.SZ,003025,思进智能,浙江,机床制造
003026.SZ,003026,中晶科技,浙江,半导体
003027.SZ,003027,同兴科技,安徽,环境保护
003028.SZ,003028,振邦智能,深圳,元器件
003029.SZ,003029,吉大正元,吉林,软件服务
003030.SZ,003030,祖名股份,浙江,食品
003031.SZ,003031,中瓷电子,河北,元器件
003032.SZ,003032,*ST传智,江苏,文教休闲
003033.SZ,003033,征和工业,山东,汽车配件
003035.SZ,003035,南网能源,广东,新型电力
003036.SZ,003036,泰坦股份,浙江,纺织机械
003037.SZ,003037,三和管桩,广东,水泥
003038.SZ,003038,鑫铂股份,安徽,铝
003039.SZ,003039,顺控发展,广东,水务
003040.SZ,003040,楚天龙,广东,通信设备
003041.SZ,003041,真爱美家,浙江,纺织
003042.SZ,003042,中农联合,山东,农药化肥
003043.SZ,003043,华亚智能,江苏,半导体
003816.SZ,003816,中国广核,深圳,新型电力
300001.SZ,300001,特锐德,山东,电气设备
300002.SZ,300002,神州泰岳,北京,互联网
300003.SZ,300003,乐普医疗,北京,医疗保健
300004.SZ,300004,南风股份,广东,电气设备
300005.SZ,300005,探路者,北京,服饰
300006.SZ,300006,莱美药业,重庆,化学制药
300007.SZ,300007,汉威科技,河南,电器仪表
300008.SZ,300008,天海防务,上海,船舶
300009.SZ,300009,安科生物,安徽,生物制药
300010.SZ,300010,豆神教育,北京,软件服务
300011.SZ,300011,鼎汉技术,北京,运输设备
300012.SZ,300012,华测检测,深圳,电器仪表
300013.SZ,300013,新宁物流,河南,仓储物流
300014.SZ,300014,亿纬锂能,广东,电气设备
300015.SZ,300015,爱尔眼科,湖南,医疗保健
300016.SZ,300016,北陆药业,北京,化学制药
300017.SZ,300017,网宿科技,上海,软件服务
300018.SZ,300018,中元股份,湖北,电气设备
300019.SZ,300019,硅宝科技,四川,化工原料
300020.SZ,300020,ST银江,浙江,软件服务
300021.SZ,300021,大禹节水,甘肃,建筑工程
300022.SZ,300022,吉峰科技,四川,农用机械
300024.SZ,300024,机器人,辽宁,专用机械
300025.SZ,300025,华星创业,浙江,通信设备
300026.SZ,300026,红日药业,天津,中成药
300027.SZ,300027,华谊兄弟,浙江,影视音像
300029.SZ,300029,*ST天龙,江苏,建筑工程
300030.SZ,300030,阳普医疗,广东,医疗保健
300031.SZ,300031,宝通科技,江苏,互联网
300032.SZ,300032,金龙机电,浙江,元器件
300033.SZ,300033,同花顺,浙江,软件服务
300034.SZ,300034,钢研高纳,北京,航空
300035.SZ,300035,中科电气,湖南,电气设备
300036.SZ,300036,超图软件,北京,软件服务
300037.SZ,300037,新宙邦,深圳,化工原料
300039.SZ,300039,上海凯宝,上海,中成药
300040.SZ,300040,九洲集团,黑龙江,新型电力
300041.SZ,300041,回天新材,湖北,化工原料
300042.SZ,300042,朗科科技,深圳,IT设备
300043.SZ,300043,星辉娱乐,广东,互联网
300044.SZ,300044,ST赛为,深圳,软件服务
300045.SZ,300045,华力创通,北京,IT设备
300046.SZ,300046,台基股份,湖北,半导体
300047.SZ,300047,天源迪科,深圳,软件服务
300048.SZ,300048,合康新能,北京,电气设备
300049.SZ,300049,福瑞股份,内蒙,医疗保健
300050.SZ,300050,世纪鼎利,广东,通信设备
300051.SZ,300051,琏升科技,江苏,综合类
300052.SZ,300052,ST中青宝,深圳,互联网
300053.SZ,300053,航宇微,广东,半导体
300054.SZ,300054,鼎龙股份,湖北,化工原料
300055.SZ,300055,万邦达,北京,石油加工
300056.SZ,300056,中创环保,福建,环境保护
300057.SZ,300057,万顺新材,广东,铝
300058.SZ,300058,蓝色光标,北京,广告包装
300059.SZ,300059,东方财富,上海,证券
300061.SZ,300061,旗天科技,上海,互联网
300062.SZ,300062,中能电气,福建,电气设备
300063.SZ,300063,天龙集团,广东,互联网
300065.SZ,300065,海兰信,北京,船舶
300066.SZ,300066,三川智慧,江西,电器仪表
300067.SZ,300067,安诺其,上海,染料涂料
300068.SZ,300068,南都电源,浙江,电气设备
300069.SZ,300069,金利华电,山西,电气设备
300070.SZ,300070,碧水源,北京,环境保护
300071.SZ,300071,福石控股,北京,广告包装
300072.SZ,300072,海新能科,北京,化工原料
300073.SZ,300073,当升科技,北京,电气设备
300074.SZ,300074,华平股份,上海,软件服务
300075.SZ,300075,数字政通,北京,软件服务
300076.SZ,300076,GQY视讯,浙江,IT设备
300077.SZ,300077,国民技术,深圳,半导体
300078.SZ,300078,思创医惠,浙江,软件服务
300079.SZ,300079,数码视讯,北京,IT设备
300080.SZ,300080,易成新能,河南,电气设备
300081.SZ,300081,恒信东方,北京,文教休闲
300082.SZ,300082,奥克股份,辽宁,化工原料
300083.SZ,300083,创世纪,广东,机床制造
300084.SZ,300084,海默科技,甘肃,专用机械
300085.SZ,300085,银之杰,深圳,软件服务
300086.SZ,300086,康芝药业,海南,化学制药
300087.SZ,300087,荃银高科,安徽,种植业
300088.SZ,300088,长信科技,安徽,元器件
300091.SZ,300091,金通灵,江苏,机械基件
300092.SZ,300092,科新机电,四川,专用机械
300093.SZ,300093,*ST金刚,甘肃,电气设备
300094.SZ,300094,国联水产,广东,渔业
300095.SZ,300095,华伍股份,江西,专用机械
300096.SZ,300096,ST易联众,福建,软件服务
300097.SZ,300097,ST智云,辽宁,专用机械
300098.SZ,300098,高新兴,广东,软件服务
300099.SZ,300099,尤洛卡,山东,电器仪表
300100.SZ,300100,双林股份,浙江,汽车配件
300101.SZ,300101,振芯科技,四川,通信设备
300102.SZ,300102,乾照光电,福建,半导体
300103.SZ,300103,达刚控股,陕西,专用机械
300105.SZ,300105,龙源技术,山东,环境保护
300106.SZ,300106,西部牧业,新疆,乳制品
300107.SZ,300107,建新股份,河北,化工原料
300109.SZ,300109,新开源,河南,化工原料
300110.SZ,300110,华仁药业,山东,化学制药
300111.SZ,300111,向日葵,浙江,化学制药
300112.SZ,300112,万讯自控,深圳,电器仪表
300113.SZ,300113,顺网科技,浙江,互联网
300115.SZ,300115,长盈精密,深圳,元器件
300118.SZ,300118,东方日升,浙江,电气设备
300119.SZ,300119,瑞普生物,天津,农业综合
300120.SZ,300120,经纬辉开,天津,元器件
300121.SZ,300121,阳谷华泰,山东,化工原料
300122.SZ,300122,智飞生物,重庆,生物制药
300123.SZ,300123,亚光科技,湖南,半导体
300124.SZ,300124,汇川技术,深圳,电器仪表
300125.SZ,300125,*ST聆达,辽宁,电气设备
300126.SZ,300126,锐奇股份,上海,轻工机械
300127.SZ,300127,银河磁体,四川,矿物制品
300128.SZ,300128,锦富技术,江苏,元器件
300129.SZ,300129,泰胜风能,上海,电气设备
300130.SZ,300130,新国都,深圳,IT设备
300131.SZ,300131,英唐智控,深圳,元器件
300132.SZ,300132,青松股份,福建,化工原料
300133.SZ,300133,华策影视,浙江,影视音像
300134.SZ,300134,大富科技,安徽,通信设备
300135.SZ,300135,宝利国际,江苏,石油加工
300136.SZ,300136,信维通信,深圳,元器件
300137.SZ,300137,ST先河,河北,环境保护
300138.SZ,300138,晨光生物,河北,食品
300139.SZ,300139,晓程科技,北京,黄金
300140.SZ,300140,节能环境,陕西,环境保护
300141.SZ,300141,和顺电气,江苏,电气设备
300142.SZ,300142,沃森生物,云南,生物制药
300143.SZ,300143,盈康生命,山东,医疗保健
300144.SZ,300144,宋城演艺,浙江,旅游景点
300145.SZ,300145,南方泵业,浙江,机械基件
300146.SZ,300146,汤臣倍健,广东,食品
300147.SZ,300147,ST香雪,广东,中成药
300148.SZ,300148,天舟文化,湖南,出版业
300149.SZ,300149,睿智医药,广东,生物制药
300150.SZ,300150,世纪瑞尔,北京,软件服务
300151.SZ,300151,昌红科技,深圳,专用机械
300152.SZ,300152,ST新动力,河北,环境保护
300153.SZ,300153,科泰电源,上海,电气设备
300154.SZ,300154,瑞凌股份,深圳,机械基件
300155.SZ,300155,安居宝,广东,IT设备
300157.SZ,300157,新锦动力,北京,专用机械
300158.SZ,300158,振东制药,山西,化学制药
300159.SZ,300159,*ST新研,新疆,农用机械
300160.SZ,300160,秀强股份,江苏,家用电器
300161.SZ,300161,华中数控,湖北,机床制造
300162.SZ,300162,雷曼光电,深圳,元器件
300163.SZ,300163,先锋新材,浙江,家居用品
300164.SZ,300164,通源石油,陕西,石油开采
300165.SZ,300165,ST天瑞,江苏,电器仪表
300166.SZ,300166,东方国信,北京,软件服务
300167.SZ,300167,ST迪威迅,深圳,软件服务
300168.SZ,300168,万达信息,上海,软件服务
300169.SZ,300169,天晟新材,江苏,塑料
300170.SZ,300170,汉得信息,上海,软件服务
300171.SZ,300171,东富龙,上海,医疗保健
300172.SZ,300172,中电环保,江苏,环境保护
300173.SZ,300173,福能东方,广东,轻工机械
300174.SZ,300174,元力股份,福建,化工原料
300175.SZ,300175,ST朗源,山东,食品
300176.SZ,300176,鸿特科技,广东,汽车配件
300177.SZ,300177,中海达,广东,通信设备
300179.SZ,300179,四方达,河南,矿物制品
300180.SZ,300180,华峰超纤,上海,化纤
300181.SZ,300181,佐力药业,浙江,中成药
300182.SZ,300182,捷成股份,北京,影视音像
300183.SZ,300183,东软载波,山东,通信设备
300184.SZ,300184,力源信息,湖北,元器件
300185.SZ,300185,通裕重工,山东,工程机械
300187.SZ,300187,永清环保,湖南,环境保护
300188.SZ,300188,国投智能,福建,软件服务
300189.SZ,300189,神农种业,海南,种植业
300190.SZ,300190,维尔利,江苏,环境保护
300191.SZ,300191,潜能恒信,北京,石油开采
300192.SZ,300192,科德教育,江苏,文教休闲
300193.SZ,300193,佳士科技,深圳,专用机械
300194.SZ,300194,福安药业,重庆,化学制药
300195.SZ,300195,长荣股份,天津,轻工机械
300196.SZ,300196,长海股份,江苏,玻璃
300197.SZ,300197,节能铁汉,深圳,环境保护
300198.SZ,300198,ST纳川,福建,塑料
300199.SZ,300199,翰宇药业,深圳,化学制药
300200.SZ,300200,高盟新材,北京,化工原料
300201.SZ,300201,海伦哲,江苏,工程机械
300203.SZ,300203,聚光科技,浙江,电器仪表
300204.SZ,300204,舒泰神,北京,生物制药
300205.SZ,300205,*ST天喻,湖北,通信设备
300206.SZ,300206,理邦仪器,深圳,医疗保健
300207.SZ,300207,欣旺达,深圳,电气设备
300209.SZ,300209,有棵树,湖南,互联网
300210.SZ,300210,森远股份,辽宁,专用机械
300211.SZ,300211,*ST亿通,江苏,通信设备
300212.SZ,300212,易华录,北京,软件服务
300213.SZ,300213,佳讯飞鸿,北京,通信设备
300214.SZ,300214,日科化学,山东,化工原料
300215.SZ,300215,电科院,江苏,电气设备
300217.SZ,300217,东方电热,江苏,家用电器
300218.SZ,300218,安利股份,安徽,塑料
300219.SZ,300219,鸿利智汇,广东,元器件
300220.SZ,300220,金运激光,湖北,专用机械
300221.SZ,300221,银禧科技,广东,塑料
300222.SZ,300222,科大智能,上海,电气设备
300223.SZ,300223,北京君正,北京,半导体
300224.SZ,300224,正海磁材,山东,矿物制品
300225.SZ,300225,*ST金泰,上海,染料涂料
300226.SZ,300226,上海钢联,上海,互联网
300227.SZ,300227,光韵达,深圳,专用机械
300228.SZ,300228,富瑞特装,江苏,化工机械
300229.SZ,300229,拓尔思,北京,软件服务
300230.SZ,300230,永利股份,上海,塑料
300231.SZ,300231,银信科技,北京,软件服务
300232.SZ,300232,洲明科技,深圳,元器件
300233.SZ,300233,金城医药,山东,化学制药
300234.SZ,300234,开尔新材,浙江,陶瓷
300235.SZ,300235,方直科技,深圳,软件服务
300236.SZ,300236,上海新阳,上海,半导体
300237.SZ,300237,美晨科技,山东,汽车配件
300238.SZ,300238,冠昊生物,广东,医疗保健
300239.SZ,300239,东宝生物,内蒙,生物制药
300240.SZ,300240,飞力达,江苏,仓储物流
300241.SZ,300241,瑞丰光电,深圳,半导体
300242.SZ,300242,佳云科技,广东,互联网
300243.SZ,300243,瑞丰高材,山东,化工原料
300244.SZ,300244,迪安诊断,浙江,医疗保健
300245.SZ,300245,天玑科技,上海,软件服务
300246.SZ,300246,宝莱特,广东,医疗保健
300247.SZ,300247,融捷健康,安徽,医疗保健
300248.SZ,300248,新开普,河南,软件服务
300249.SZ,300249,依米康,四川,IT设备
300250.SZ,300250,初灵信息,浙江,软件服务
300251.SZ,300251,光线传媒,北京,影视音像
300252.SZ,300252,金信诺,深圳,通信设备
300253.SZ,300253,卫宁健康,上海,软件服务
300254.SZ,300254,仟源医药,山西,化学制药
300255.SZ,300255,常山药业,河北,生物制药
300256.SZ,300256,星星科技,江西,元器件
300257.SZ,300257,开山股份,上海,机械基件
300258.SZ,300258,精锻科技,江苏,汽车配件
300259.SZ,300259,新天科技,河南,电器仪表
300260.SZ,300260,新莱应材,江苏,机械基件
300261.SZ,300261,雅本化学,江苏,农药化肥
300263.SZ,300263,隆华科技,河南,专用机械
300264.SZ,300264,佳创视讯,深圳,软件服务
300265.SZ,300265,通光线缆,江苏,电气设备
300266.SZ,300266,兴源环境,浙江,环境保护
300267.SZ,300267,尔康制药,湖南,化学制药
300268.SZ,300268,*ST佳沃,湖南,农业综合
300269.SZ,300269,联建光电,深圳,元器件
300270.SZ,300270,中威电子,浙江,IT设备
300271.SZ,300271,华宇软件,北京,软件服务
300272.SZ,300272,开能健康,上海,家用电器
300274.SZ,300274,阳光电源,安徽,电气设备
300275.SZ,300275,梅安森,重庆,工程机械
300276.SZ,300276,三丰智能,湖北,专用机械
300277.SZ,300277,海联讯,浙江,软件服务
300278.SZ,300278,华昌达,湖北,专用机械
300279.SZ,300279,和晶科技,江苏,元器件
300280.SZ,300280,*ST紫天,福建,广告包装
300281.SZ,300281,金明精机,广东,专用机械
300283.SZ,300283,温州宏丰,浙江,电气设备
300284.SZ,300284,苏交科,江苏,建筑工程
300285.SZ,300285,国瓷材料,山东,陶瓷
300286.SZ,300286,安科瑞,上海,电器仪表
300287.SZ,300287,飞利信,北京,软件服务
300288.SZ,300288,朗玛信息,贵州,软件服务
300289.SZ,300289,利德曼,北京,医疗保健
300290.SZ,300290,荣科科技,辽宁,软件服务
300291.SZ,300291,百纳千成,北京,影视音像
300292.SZ,300292,吴通控股,江苏,互联网
300293.SZ,300293,蓝英装备,辽宁,专用机械
300294.SZ,300294,博雅生物,江西,生物制药
300295.SZ,300295,三六五网,江苏,互联网
300296.SZ,300296,利亚德,北京,元器件
300298.SZ,300298,三诺生物,湖南,医疗保健
300299.SZ,300299,富春股份,福建,互联网
300300.SZ,300300,海峡创新,福建,软件服务
300301.SZ,300301,ST长方,深圳,半导体
300302.SZ,300302,同有科技,北京,IT设备
300303.SZ,300303,聚飞光电,深圳,半导体
300304.SZ,300304,云意电气,江苏,汽车配件
300305.SZ,300305,裕兴股份,江苏,塑料
300306.SZ,300306,远方信息,浙江,电器仪表
300307.SZ,300307,慈星股份,浙江,纺织机械
300308.SZ,300308,中际旭创,山东,通信设备
300310.SZ,300310,宜通世纪,广东,通信设备
300311.SZ,300311,ST任子行,深圳,软件服务
300313.SZ,300313,*ST天山,新疆,农业综合
300314.SZ,300314,戴维医疗,浙江,医疗保健
300315.SZ,300315,掌趣科技,北京,互联网
300316.SZ,300316,晶盛机电,浙江,专用机械
300317.SZ,300317,珈伟新能,深圳,电气设备
300318.SZ,300318,博晖创新,北京,医疗保健
300319.SZ,300319,麦捷科技,深圳,元器件
300320.SZ,300320,海达股份,江苏,橡胶
300321.SZ,300321,同大股份,山东,塑料
300322.SZ,300322,硕贝德,广东,元器件
300323.SZ,300323,华灿光电,湖北,半导体
300324.SZ,300324,旋极信息,北京,软件服务
300326.SZ,300326,ST凯利,上海,医疗保健
300327.SZ,300327,中颖电子,上海,半导体
300328.SZ,300328,宜安科技,广东,小金属
300329.SZ,300329,海伦钢琴,浙江,文教休闲
300331.SZ,300331,苏大维格,江苏,元器件
300332.SZ,300332,天壕能源,北京,供气供热
300333.SZ,300333,兆日科技,深圳,IT设备
300334.SZ,300334,津膜科技,天津,专用机械
300335.SZ,300335,迪森股份,广东,供气供热
300337.SZ,300337,银邦股份,江苏,铝
300338.SZ,300338,ST开元,湖南,文教休闲
300339.SZ,300339,润和软件,江苏,软件服务
300340.SZ,300340,科恒股份,广东,电气设备
300341.SZ,300341,麦克奥迪,福建,电气设备
300342.SZ,300342,天银机电,江苏,家用电器
300343.SZ,300343,ST联创,山东,化工原料
300344.SZ,300344,ST立方,安徽,软件服务
300345.SZ,300345,华民股份,湖南,电气设备
300346.SZ,300346,南大光电,江苏,半导体
300347.SZ,300347,泰格医药,浙江,医疗保健
300348.SZ,300348,长亮科技,深圳,软件服务
300349.SZ,300349,金卡智能,浙江,电器仪表
300350.SZ,300350,华鹏飞,深圳,仓储物流
300351.SZ,300351,永贵电器,浙江,运输设备
300352.SZ,300352,北信源,北京,软件服务
300353.SZ,300353,东土科技,北京,通信设备
300354.SZ,300354,东华测试,江苏,电器仪表
300355.SZ,300355,蒙草生态,内蒙,环境保护
300357.SZ,300357,我武生物,浙江,生物制药
300358.SZ,300358,楚天科技,湖南,医疗保健
300359.SZ,300359,全通教育,广东,文教休闲
300360.SZ,300360,炬华科技,浙江,电器仪表
300363.SZ,300363,博腾股份,重庆,化学制药
300364.SZ,300364,中文在线,北京,出版业
300365.SZ,300365,恒华科技,北京,软件服务
300366.SZ,300366,创意信息,四川,软件服务
300368.SZ,300368,汇金股份,河北,IT设备
300369.SZ,300369,绿盟科技,北京,软件服务
300370.SZ,300370,安控科技,四川,电器仪表
300371.SZ,300371,汇中股份,河北,电器仪表
300373.SZ,300373,扬杰科技,江苏,半导体
300374.SZ,300374,中铁装配,北京,其他建材
300375.SZ,300375,鹏翎股份,天津,汽车配件
300376.SZ,300376,ST易事特,广东,电气设备
300377.SZ,300377,赢时胜,深圳,软件服务
300378.SZ,300378,鼎捷数智,上海,软件服务
300379.SZ,300379,*ST东通,北京,软件服务
300380.SZ,300380,安硕信息,上海,软件服务
300381.SZ,300381,溢多利,广东,化学制药
300382.SZ,300382,斯莱克,江苏,专用机械
300383.SZ,300383,光环新网,北京,软件服务
300384.SZ,300384,三联虹普,北京,建筑工程
300385.SZ,300385,雪浪环境,江苏,环境保护
300386.SZ,300386,飞天诚信,北京,IT设备
300387.SZ,300387,富邦科技,湖北,农药化肥
300388.SZ,300388,节能国祯,安徽,环境保护
300389.SZ,300389,艾比森,深圳,元器件
300390.SZ,300390,天华新能,江苏,电气设备
300391.SZ,300391,*ST长药,湖北,中成药
300393.SZ,300393,中来股份,江苏,塑料
300394.SZ,300394,天孚通信,江苏,通信设备
300395.SZ,300395,菲利华,湖北,玻璃
300396.SZ,300396,迪瑞医疗,吉林,医疗保健
300397.SZ,300397,天和防务,陕西,通信设备
300398.SZ,300398,飞凯材料,上海,化工原料
300399.SZ,300399,天利科技,江西,互联网
300400.SZ,300400,劲拓股份,深圳,专用机械
300401.SZ,300401,花园生物,浙江,化学制药
300402.SZ,300402,宝色股份,江苏,专用机械
300403.SZ,300403,汉宇集团,广东,家用电器
300404.SZ,300404,博济医药,广东,医疗保健
300405.SZ,300405,科隆股份,辽宁,化工原料
300406.SZ,300406,九强生物,北京,医疗保健
300407.SZ,300407,凯发电气,天津,电气设备
300408.SZ,300408,三环集团,广东,元器件
300409.SZ,300409,道氏技术,广东,电气设备
300410.SZ,300410,正业科技,广东,专用机械
300411.SZ,300411,金盾股份,浙江,专用机械
300412.SZ,300412,迦南科技,浙江,医疗保健
300413.SZ,300413,芒果超媒,湖南,影视音像
300414.SZ,300414,中光防雷,四川,通信设备
300415.SZ,300415,伊之密,广东,专用机械
300416.SZ,300416,苏试试验,江苏,电器仪表
300417.SZ,300417,南华仪器,广东,电器仪表
300418.SZ,300418,昆仑万维,北京,互联网
300419.SZ,300419,ST浩丰,北京,软件服务
300420.SZ,300420,五洋自控,江苏,机械基件
300421.SZ,300421,力星股份,江苏,机械基件
300422.SZ,300422,博世科,广西,环境保护
300423.SZ,300423,昇辉科技,山东,电气设备
300424.SZ,300424,航新科技,广东,航空
300425.SZ,300425,中建环能,四川,环境保护
300426.SZ,300426,华智数媒,浙江,影视音像
300427.SZ,300427,红相股份,福建,电气设备
300428.SZ,300428,立中集团,河北,汽车配件
300429.SZ,300429,强力新材,江苏,化工原料
300430.SZ,300430,诚益通,北京,电器仪表
300432.SZ,300432,富临精工,四川,汽车配件
300433.SZ,300433,蓝思科技,湖南,元器件
300434.SZ,300434,金石亚药,四川,化学制药
300435.SZ,300435,中泰股份,浙江,供气供热
300436.SZ,300436,广生堂,福建,化学制药
300437.SZ,300437,清水源,河南,化工原料
300438.SZ,300438,鹏辉能源,广东,电气设备
300439.SZ,300439,美康生物,浙江,医疗保健
300440.SZ,300440,运达科技,四川,软件服务
300441.SZ,300441,鲍斯股份,浙江,机床制造
300442.SZ,300442,润泽科技,河北,软件服务
300443.SZ,300443,金雷股份,山东,电气设备
300444.SZ,300444,双杰电气,北京,电气设备
300445.SZ,300445,康斯特,北京,电器仪表
300446.SZ,300446,航天智造,河北,汽车配件
300447.SZ,300447,全信股份,江苏,电气设备
300448.SZ,300448,浩云科技,广东,软件服务
300449.SZ,300449,汉邦高科,北京,IT设备
300450.SZ,300450,先导智能,江苏,专用机械
300451.SZ,300451,创业慧康,浙江,软件服务
300452.SZ,300452,山河药辅,安徽,化学制药
300453.SZ,300453,三鑫医疗,江西,医疗保健
300454.SZ,300454,深信服,深圳,软件服务
300455.SZ,300455,航天智装,北京,IT设备
300456.SZ,300456,赛微电子,北京,半导体
300457.SZ,300457,赢合科技,深圳,专用机械
300458.SZ,300458,全志科技,广东,半导体
300459.SZ,300459,汤姆猫,浙江,互联网
300460.SZ,300460,惠伦晶体,广东,元器件
300461.SZ,300461,田中精机,浙江,专用机械
300462.SZ,300462,ST华铭,上海,IT设备
300463.SZ,300463,迈克生物,四川,医疗保健
300464.SZ,300464,星徽股份,广东,机械基件
